name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.04328,0.00019,0.00126,0.00136,0.00687,0.00993,0.01225,16.33,28.57,55.1,49,2022/11/18
BBC,0.01743,0.00016,0.00131,0.00139,0.00871,0.00183,0.00014,15.56,46.67,37.78,45,2022/11/18
Fox News,0.02016,0.00007,0.00069,0.00100,0.01066,0.00182,0.00030,22.15,37.34,40.51,158,2022/11/18
NBC News,0.02505,0.00012,0.00061,0.01553,0.00283,0.00112,0.00124,5.634,38.03,56.34,71,2022/11/18
New York Post,0.04448,0.00016,0.00234,0.01149,0.01258,0.00079,0.01119,23.08,30.77,46.15,39,2022/11/18
Newsmax,0.01704,0.00020,0.00231,0.00093,0.00147,0.00028,0.01504,8.0,50.0,42.0,50,2022/11/18
Newsweek,0.03088,0.00022,0.00203,0.00344,0.00525,0.00819,0.00909,5.556,48.15,46.3,108,2022/11/18
One America News Network (OAN),0.00085,0.00008,0.00061,0.00022,0.00063,0.00009,0.00006,13.89,55.56,30.56,36,2022/11/18
Reuters,0.00420,0.00003,0.00020,0.00212,0.00055,0.00009,0.00005,8.571,42.86,48.57,35,2022/11/18
The Epoch Times,0.00465,0.00020,0.00146,0.00159,0.00245,0.00029,0.00009,11.76,57.84,30.39,102,2022/11/18
The Guardian (US),0.02950,0.00011,0.00060,0.01005,0.00716,0.00089,0.00558,11.22,37.76,51.02,98,2022/11/18
The Hill,0.00668,0.00004,0.00025,0.00035,0.00079,0.00126,0.00009,11.76,44.12,44.12,34,2022/11/18
The New York Times,0.02393,0.00005,0.00042,0.00394,0.01620,0.00048,0.00006,16.67,51.67,31.67,60,2022/11/18
The Wall Street Journal,0.00611,0.00004,0.00027,0.00026,0.00329,0.00031,0.00005,10.14,60.87,28.99,69,2022/11/18
The Washington Post,0.01297,0.00008,0.00063,0.00046,0.00331,0.00034,0.00601,10.47,40.7,48.84,86,2022/11/18
The Washington Times,0.02821,0.00010,0.00031,0.00848,0.00125,0.00806,0.00018,2.564,33.33,64.1,39,2022/11/18
Washington Examiner,0.00979,0.00007,0.00037,0.00038,0.00246,0.00096,0.00107,15.62,37.5,46.88,64,2022/11/18
