name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02013,0.00015,0.00104,0.00083,0.00481,0.00033,0.00505,20.0,30.0,50.0,50,2023/04/18
BBC,0.02551,0.00010,0.00064,0.00161,0.00199,0.00256,0.01218,20.0,40.0,40.0,45,2023/04/18
Fox News,0.03293,0.00011,0.00064,0.00842,0.01370,0.00079,0.00328,10.29,36.76,52.94,136,2023/04/18
NBC News,0.03106,0.00017,0.00099,0.02023,0.00280,0.00169,0.00430,10.17,42.37,47.46,59,2023/04/18
New York Post,0.10777,0.00040,0.01496,0.00303,0.04054,0.01447,0.01662,14.29,40.48,45.24,42,2023/04/18
Newsmax,0.02449,0.00021,0.00132,0.00754,0.00252,0.00462,0.00029,4.0,40.0,56.0,50,2023/04/18
Newsweek,0.03527,0.00008,0.00144,0.00090,0.01222,0.00234,0.00008,3.333,33.33,63.33,30,2023/04/18
One America News Network (OAN),0.01099,0.00012,0.00092,0.00031,0.00116,0.00014,0.00655,7.143,64.29,28.57,28,2023/04/18
Reuters,0.07005,0.00056,0.00388,0.02467,0.00256,0.00066,0.04005,0.00000,53.85,46.15,13,2023/04/18
The Epoch Times,0.01250,0.00019,0.00131,0.00362,0.00201,0.00042,0.00512,13.73,48.04,38.24,102,2023/04/18
The Guardian (US),0.02757,0.00019,0.00626,0.00955,0.00338,0.00054,0.00332,18.18,34.34,47.47,99,2023/04/18
The Hill,0.03741,0.00014,0.00057,0.02898,0.00296,0.00141,0.00069,5.405,45.95,48.65,37,2023/04/18
The New York Times,0.01430,0.00023,0.00143,0.00446,0.00338,0.00226,0.00026,13.11,50.82,36.07,61,2023/04/18
The Wall Street Journal,0.01041,0.00008,0.00055,0.00067,0.00757,0.00021,0.00006,13.64,50.0,36.36,66,2023/04/18
The Washington Post,0.01134,0.00007,0.00035,0.00232,0.00277,0.00170,0.00011,16.67,33.33,50.0,102,2023/04/18
The Washington Times,0.03558,0.00019,0.01894,0.00703,0.00192,0.00033,0.00240,17.07,29.27,53.66,41,2023/04/18
Washington Examiner,0.01718,0.00004,0.00050,0.00043,0.00941,0.00016,0.00143,8.333,46.67,45.0,60,2023/04/18
