name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.05407,0.00016,0.00153,0.00728,0.01347,0.01659,0.00054,50,2023/04/05
BBC,0.03938,0.00011,0.00141,0.00276,0.00556,0.00950,0.00026,43,2023/04/05
Fox News,0.02651,0.00011,0.00497,0.00132,0.00972,0.00067,0.00054,136,2023/04/05
NBC News,0.01351,0.00009,0.00047,0.00741,0.00279,0.00072,0.00018,55,2023/04/05
New York Post,0.06542,0.00016,0.00206,0.00057,0.02103,0.01181,0.01730,42,2023/04/05
Newsmax,0.00733,0.00008,0.00056,0.00282,0.00135,0.00092,0.00014,50,2023/04/05
Newsweek,0.06269,0.00007,0.00151,0.00094,0.03266,0.00026,0.00008,30,2023/04/05
One America News Network (OAN),0.00472,0.00003,0.00023,0.00114,0.00115,0.00009,0.00004,28,2023/04/05
Reuters,0.00746,0.00004,0.00028,0.00275,0.00120,0.00030,0.00006,44,2023/04/05
The Epoch Times,0.00874,0.00014,0.00093,0.00096,0.00156,0.00189,0.00280,99,2023/04/05
The Guardian (US),0.04161,0.00015,0.00112,0.00328,0.01069,0.00401,0.00988,105,2023/04/05
The Hill,0.00634,0.00003,0.00019,0.00220,0.00133,0.00020,0.00004,38,2023/04/05
The New York Times,0.01034,0.00007,0.00065,0.00232,0.00330,0.00024,0.00008,65,2023/04/05
The Wall Street Journal,0.00161,0.00004,0.00022,0.00022,0.00048,0.00011,0.00004,65,2023/04/05
The Washington Post,0.01143,0.00005,0.00046,0.00032,0.00583,0.00077,0.00013,105,2023/04/05
The Washington Times,0.01376,0.00014,0.00034,0.00690,0.00208,0.00090,0.00015,40,2023/04/05
Washington Examiner,0.02855,0.00005,0.00029,0.00611,0.01817,0.00027,0.00009,63,2023/04/05
