name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.03945,0.00009,0.00052,0.00632,0.00363,0.00399,0.01226,45,2023/03/25
BBC,0.02548,0.00010,0.00092,0.00049,0.01331,0.00209,0.00021,48,2023/03/25
Fox News,0.02723,0.00010,0.00052,0.00432,0.00744,0.00317,0.00603,128,2023/03/25
NBC News,0.04913,0.00020,0.00065,0.03329,0.00377,0.00259,0.00166,59,2023/03/25
New York Post,0.11332,0.00051,0.00871,0.02300,0.02210,0.00510,0.03041,45,2023/03/25
Newsmax,0.03870,0.00024,0.00155,0.00255,0.01835,0.00203,0.00446,50,2023/03/25
Newsweek,0.02375,0.00008,0.00084,0.00082,0.00536,0.00584,0.00191,100,2023/03/25
One America News Network (OAN),0.02149,0.00010,0.00058,0.00502,0.00146,0.00129,0.00338,28,2023/03/25
Reuters,0.00997,0.00005,0.00041,0.00045,0.00111,0.00042,0.00287,28,2023/03/25
The Epoch Times,0.00341,0.00014,0.00091,0.00202,0.00109,0.00018,0.00014,98,2023/03/25
The Guardian (US),0.01744,0.00012,0.00083,0.00218,0.00787,0.00135,0.00027,92,2023/03/25
The Hill,0.03138,0.00013,0.01443,0.00046,0.00135,0.00984,0.00026,44,2023/03/25
The New York Times,0.02858,0.00005,0.00055,0.00210,0.01433,0.00033,0.00021,55,2023/03/25
The Wall Street Journal,0.00131,0.00005,0.00035,0.00021,0.00048,0.00009,0.00004,66,2023/03/25
The Washington Post,0.02773,0.00005,0.00089,0.00282,0.01571,0.00110,0.00031,95,2023/03/25
The Washington Times,0.03001,0.00053,0.02583,0.00153,0.00249,0.00060,0.00084,36,2023/03/25
Washington Examiner,0.02282,0.00006,0.00035,0.00052,0.00451,0.01117,0.00010,66,2023/03/25
