name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.04991,0.00011,0.00077,0.00311,0.02214,0.00051,0.01737,50,2023/03/10
BBC,0.01449,0.00010,0.00116,0.00163,0.00297,0.00149,0.00078,44,2023/03/10
Fox News,0.04023,0.00011,0.00061,0.01415,0.01278,0.00166,0.00168,128,2023/03/10
NBC News,0.05217,0.00022,0.00082,0.03239,0.00799,0.00246,0.00734,70,2023/03/10
New York Post,0.06226,0.00042,0.03523,0.00204,0.01688,0.00056,0.01320,47,2023/03/10
Newsmax,0.00798,0.00011,0.00091,0.00087,0.00106,0.00085,0.00453,50,2023/03/10
Newsweek,0.04230,0.00012,0.00106,0.01383,0.02404,0.00187,0.00068,101,2023/03/10
One America News Network (OAN),0.00257,0.00011,0.00066,0.00164,0.00088,0.00013,0.00007,28,2023/03/10
Reuters,0.01134,0.00007,0.00095,0.00426,0.00196,0.00047,0.00015,41,2023/03/10
The Epoch Times,0.00486,0.00025,0.00183,0.00101,0.00240,0.00035,0.00015,102,2023/03/10
The Guardian (US),0.03141,0.00010,0.00063,0.00549,0.01529,0.00222,0.00036,92,2023/03/10
The Hill,0.04555,0.00008,0.00086,0.02875,0.01048,0.00044,0.00030,41,2023/03/10
The New York Times,0.02123,0.00013,0.00119,0.00286,0.00130,0.00040,0.01100,65,2023/03/10
The Wall Street Journal,0.00265,0.00014,0.00096,0.00051,0.00118,0.00027,0.00006,65,2023/03/10
The Washington Post,0.01747,0.00009,0.00047,0.00697,0.00519,0.00160,0.00198,104,2023/03/10
The Washington Times,0.00786,0.00004,0.00019,0.00359,0.00087,0.00017,0.00009,35,2023/03/10
Washington Examiner,0.03052,0.00005,0.00051,0.00159,0.01535,0.00070,0.00467,62,2023/03/10
