name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02122,0.00010,0.00080,0.00176,0.01811,0.00019,0.00009,6.0,62.0,32.0,50,2023/03/18
BBC,0.01580,0.00016,0.00117,0.00054,0.00715,0.00191,0.00021,8.511,42.55,48.94,47,2023/03/18
Fox News,0.03145,0.00011,0.00062,0.00540,0.00886,0.00382,0.00835,14.81,27.41,57.78,135,2023/03/18
NBC News,0.03417,0.00009,0.00040,0.01022,0.01075,0.00338,0.00257,5.714,50.0,44.29,70,2023/03/18
New York Post,0.10317,0.00038,0.00926,0.00448,0.01566,0.01078,0.05268,11.9,33.33,54.76,42,2023/03/18
Newsmax,0.03111,0.00009,0.00034,0.00203,0.00496,0.01613,0.00012,0.00000,53.06,46.94,49,2023/03/18
Newsweek,0.01775,0.00004,0.00032,0.00058,0.00673,0.00295,0.00010,8.0,38.0,54.0,100,2023/03/18
One America News Network (OAN),0.00129,0.00004,0.00025,0.00023,0.00034,0.00010,0.00004,10.71,46.43,42.86,28,2023/03/18
Reuters,0.03934,0.00008,0.00046,0.00503,0.01096,0.00054,0.00597,12.12,39.39,48.48,33,2023/03/18
The Epoch Times,0.00691,0.00012,0.00077,0.00072,0.00102,0.00161,0.00010,6.731,57.69,35.58,104,2023/03/18
The Guardian (US),0.05138,0.00018,0.00285,0.01399,0.00756,0.00757,0.00902,13.04,34.78,52.17,92,2023/03/18
The Hill,0.00376,0.00004,0.00022,0.00026,0.00251,0.00006,0.00004,4.762,57.14,38.1,42,2023/03/18
The New York Times,0.00772,0.00007,0.00037,0.00039,0.00253,0.00074,0.00009,4.839,59.68,35.48,62,2023/03/18
The Wall Street Journal,0.01470,0.00006,0.00119,0.00020,0.00827,0.00024,0.00020,10.61,57.58,31.82,66,2023/03/18
The Washington Post,0.01420,0.00005,0.00045,0.00389,0.00426,0.00037,0.00015,11.58,40.0,48.42,95,2023/03/18
The Washington Times,0.02427,0.00009,0.00047,0.00909,0.00665,0.00024,0.00018,2.857,31.43,65.71,35,2023/03/18
Washington Examiner,0.00332,0.00003,0.00024,0.00024,0.00044,0.00009,0.00077,6.25,50.0,43.75,64,2023/03/18
