name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02175,0.00005,0.00035,0.01561,0.00240,0.00058,0.00007,50,2023/03/01
BBC,0.00735,0.00017,0.00146,0.00224,0.00240,0.00022,0.00022,45,2023/03/01
Fox News,0.03228,0.00014,0.00221,0.00229,0.00578,0.00620,0.00490,142,2023/03/01
NBC News,0.02757,0.00010,0.00041,0.01604,0.00219,0.00039,0.00421,66,2023/03/01
New York Post,0.07925,0.00070,0.01358,0.02009,0.01211,0.00205,0.04421,44,2023/03/01
Newsmax,0.00611,0.00009,0.00063,0.00179,0.00092,0.00101,0.00009,50,2023/03/01
Newsweek,0.02443,0.00015,0.00072,0.00527,0.01032,0.00204,0.00025,98,2023/03/01
One America News Network (OAN),0.00164,0.00004,0.00028,0.00024,0.00049,0.00035,0.00004,28,2023/03/01
Reuters,0.00809,0.00007,0.00047,0.00271,0.00087,0.00039,0.00007,37,2023/03/01
The Epoch Times,0.00316,0.00009,0.00072,0.00043,0.00120,0.00011,0.00040,112,2023/03/01
The Guardian (US),0.02958,0.00035,0.00695,0.01012,0.00739,0.00067,0.01022,96,2023/03/01
The Hill,0.02760,0.00029,0.02018,0.00271,0.00468,0.00019,0.00036,45,2023/03/01
The New York Times,0.00988,0.00008,0.00074,0.00393,0.00125,0.00051,0.00008,59,2023/03/01
The Wall Street Journal,0.00467,0.00005,0.00072,0.00031,0.00146,0.00033,0.00011,69,2023/03/01
The Washington Post,0.01731,0.00007,0.00061,0.00088,0.00213,0.00184,0.00585,99,2023/03/01
The Washington Times,0.00462,0.00004,0.00024,0.00063,0.00156,0.00018,0.00005,33,2023/03/01
Washington Examiner,0.02526,0.00007,0.00057,0.00170,0.01365,0.00099,0.00150,62,2023/03/01
