name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02271,0.00013,0.00048,0.00507,0.00130,0.00059,0.01230,10.0,42.0,48.0,50,2023/02/11
BBC,0.03120,0.00016,0.00110,0.01094,0.00728,0.00144,0.00764,18.75,35.42,45.83,48,2023/02/11
Fox News,0.02433,0.00010,0.00064,0.00379,0.01085,0.00095,0.00081,12.35,41.36,46.3,162,2023/02/11
NBC News,0.06035,0.00021,0.00077,0.02601,0.00373,0.00350,0.02121,9.231,33.85,56.92,65,2023/02/11
New York Post,0.02676,0.00007,0.00054,0.00065,0.00918,0.00071,0.01082,20.0,27.5,52.5,40,2023/02/11
Newsmax,0.00214,0.00011,0.00067,0.00071,0.00085,0.00016,0.00006,2.0,46.0,52.0,50,2023/02/11
Newsweek,0.01188,0.00012,0.00069,0.00290,0.00205,0.00231,0.00018,6.742,40.45,52.81,89,2023/02/11
One America News Network (OAN),0.00304,0.00006,0.00039,0.00029,0.00052,0.00105,0.00010,21.43,42.86,35.71,28,2023/02/11
Reuters,0.00381,0.00005,0.00033,0.00051,0.00062,0.00044,0.00019,10.81,43.24,45.95,37,2023/02/11
The Epoch Times,0.00438,0.00018,0.00119,0.00117,0.00133,0.00044,0.00012,13.13,45.45,41.41,99,2023/02/11
The Guardian (US),0.03270,0.00010,0.00074,0.01060,0.01068,0.00096,0.00400,9.375,27.08,63.54,96,2023/02/11
The Hill,0.01499,0.00004,0.00028,0.00164,0.00777,0.00140,0.00009,6.818,43.18,50.0,44,2023/02/11
The New York Times,0.04769,0.00009,0.00145,0.00773,0.00857,0.00341,0.01105,6.944,52.78,40.28,72,2023/02/11
The Wall Street Journal,0.00740,0.00008,0.00038,0.00565,0.00080,0.00086,0.00015,13.43,59.7,26.87,67,2023/02/11
The Washington Post,0.02257,0.00008,0.00077,0.00962,0.00602,0.00043,0.00071,19.35,43.01,37.63,93,2023/02/11
The Washington Times,0.02481,0.00005,0.00038,0.01567,0.00448,0.00041,0.00024,5.556,47.22,47.22,36,2023/02/11
Washington Examiner,0.00425,0.00004,0.00029,0.00063,0.00186,0.00009,0.00005,3.03,43.94,53.03,66,2023/02/11
