name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01914,0.00009,0.00061,0.00254,0.00139,0.00066,0.01078,50,2023/02/16
BBC,0.02515,0.00011,0.00101,0.01333,0.00817,0.00120,0.00018,45,2023/02/16
Fox News,0.03668,0.00013,0.00356,0.00536,0.01133,0.00127,0.00663,163,2023/02/16
NBC News,0.04574,0.00065,0.00307,0.01234,0.00589,0.00065,0.03034,65,2023/02/16
New York Post,0.03838,0.00008,0.00087,0.00136,0.01948,0.00207,0.01094,40,2023/02/16
Newsmax,0.00784,0.00007,0.00038,0.00261,0.00195,0.00037,0.00009,50,2023/02/16
Newsweek,0.04187,0.00027,0.01448,0.00331,0.01542,0.00117,0.00025,100,2023/02/16
One America News Network (OAN),0.00507,0.00013,0.00086,0.00058,0.00105,0.00152,0.00008,28,2023/02/16
Reuters,0.00866,0.00005,0.00027,0.00441,0.00082,0.00057,0.00009,41,2023/02/16
The Epoch Times,0.00604,0.00021,0.00154,0.00076,0.00241,0.00043,0.00074,106,2023/02/16
The Guardian (US),0.02217,0.00013,0.00126,0.00860,0.00670,0.00044,0.00226,96,2023/02/16
The Hill,0.00965,0.00008,0.00033,0.00067,0.00371,0.00074,0.00012,43,2023/02/16
The New York Times,0.01422,0.00009,0.00106,0.00679,0.00177,0.00023,0.00138,61,2023/02/16
The Wall Street Journal,0.01761,0.00009,0.00072,0.00037,0.00091,0.00450,0.00711,68,2023/02/16
The Washington Post,0.03583,0.00008,0.00047,0.00873,0.01371,0.00044,0.00734,100,2023/02/16
The Washington Times,0.01913,0.00009,0.00057,0.00177,0.00083,0.00081,0.01439,37,2023/02/16
Washington Examiner,0.04028,0.00006,0.00054,0.01408,0.02048,0.00031,0.00032,63,2023/02/16
